Name	# contigs	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	# misassemblies	# local misassemblies
[Agarivorans_1](https://journals.asm.org/doi/full/10.1128/mra.00577-25)	1	100.000	1.000	0.28	0.12	0	0
